"08/28/2020","-12.83","*","","VERDE MEXI* VERDE MEXI STRIPE.COM NC"
"08/28/2020","-55.46","*","","TARGET 00020800 CHARLOTTE NC"
"08/24/2020","-6.25","*","","FIRESTONE784196 CHARLOTTE NC"
"08/23/2020","-21.35","*","","SHELL OIL 10012298005 WILMINGTON NC"
"08/23/2020","-16.55","*","","PUBLIX #1677 CAROLINA BEACNC"
"08/22/2020","-10.15","*","","CHICK-FIL-A #01890 CHARLOTTE NC"
"08/22/2020","-67.01","*","","TARGET 00020800 CHARLOTTE NC"
"08/21/2020","-25.65","*","","VERDE MEXI* VERDE MEXI STRIPE.COM NC"
"08/20/2020","-469.24","*","","FIRESTONE784196 CHARLOTTE NC"
"08/20/2020","426.13","*","","ONLINE PAYMENT"
"08/18/2020","-12.83","*","","VERDE MEXI* VERDE MEXI STRIPE.COM NC"
"08/16/2020","-75.21","*","","HARRIS TEETER #472 CHARLOTTE NC"
"08/15/2020","-9.08","*","","WENDYS 60 CHARLOTTE NC"
"08/15/2020","-11.46","*","","WENDYS 60 CHARLOTTE NC"
"08/13/2020","-12.83","*","","VERDE MEXI* VERDE MEXI STRIPE.COM NC"
"08/13/2020","-40.11","*","","TARGET 00020800 CHARLOTTE NC"
"08/12/2020","42.89","*","","STEAMGAMES.COM BELLEVUE WA"
"08/09/2020","-21.34","*","","MARATHON PETRO202895 HUNTERSVILLE NC"
"08/09/2020","-26.90","*","","TARGET 00020800 CHARLOTTE NC"
"08/08/2020","-26.93","*","","VERDE MEXI* VERDE MEXI STRIPE.COM NC"
"08/08/2020","-2.46","*","","365 Market D 888 432-3299TROY MI"
"08/06/2020","-10.15","*","","CHICK-FIL-A #01890 CHARLOTTE NC"
"08/06/2020","-82.37","*","","TARGET 00020800 CHARLOTTE NC"
"08/06/2020","-42.89","*","","STEAMGAMES.COM 425-889-9642 WA"
"08/04/2020","-23.75","*","","FIRESTONE784196 CHARLOTTE NC"
"08/03/2020","-12.83","*","","VERDE MEXI* VERDE MEXI STRIPE.COM NC"
"08/02/2020","-9.52","*","","5GUYS 0500 QSR CHARLOTTE NC"
"08/02/2020","-21.43","*","","DICK'S CLOTHING&SPORTING CHARLOTTE NC"
"08/02/2020","-16.78","*","","WHOLEFDS UPC#10644 CHARLOTTE NC"
